loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term,fico_score,dti_computed,loan_to_income,emp_length_years,emp_length_bin,has_delinquency
6000,6000,6000, 36 months,7.49,186.61,A,A4,Analyst,10+ years,MORTGAGE,100000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476715,,debt_consolidation,Debt consolidation,750xx,TX,13.28,1,1994-05-01,695,699,1,15.0,,9,0,8563,72.0,16,w,0.0,0.0,6711.710106701999,6711.71,6000.0,711.71,0.0,0.0,0.0,2019-01-01,186.6,,2019-03-01,719,715,0,,1,Individual,,,,0,0,116195,0.0,2.0,0.0,0.0,28.0,12525.0,35.0,0.0,1.0,2260.0,45.0,11900,0.0,1.0,1.0,1,12911,437.0,88.5,0,0,124.0,259,18,18,2,36.0,15.0,6.0,15.0,0,2,4,2,6,4,5,9,4,9,0.0,0,0,0,93.7,50.0,0,0,156354,22741,3800,36083,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,697.0,13.28,0.06,10.0,6-10,1
4225,4225,4225, 36 months,14.85,146.16,C,C5,mechanic,5 years,RENT,35000.0,Source Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67849662,,debt_consolidation,Debt consolidation,672xx,KS,15.22,2,2011-07-01,725,729,0,18.0,,6,0,1058,24.6,6,w,0.0,0.0,2558.87,2558.87,1536.9,653.6,0.0,368.37,66.3066,2017-04-01,146.16,,2017-12-01,499,0,0,,1,Individual,,,,0,0,4888,0.0,1.0,0.0,0.0,47.0,3830.0,22.0,0.0,0.0,367.0,22.0,4300,0.0,0.0,0.0,0,815,2233.0,14.1,0,0,47.0,53,26,26,0,26.0,,14.0,18.0,0,1,2,3,3,1,5,5,2,6,0.0,0,0,0,66.7,0.0,0,0,21822,4888,2600,17522,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,727.0,15.22,0.12071428571428572,5.0,3-5,1
20000,20000,20000, 36 months,5.32,602.3,A,A1,driver,9 years,OWN,65000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68596180,,debt_consolidation,Debt consolidation,125xx,NY,18.83,0,1991-05-01,835,839,1,,,12,0,2269,3.0,17,w,0.0,0.0,21631.7243289042,21631.72,20000.0,1631.72,0.0,0.0,0.0,2018-08-01,3577.5,,2018-08-01,809,805,0,,1,Individual,,,,0,0,15444,0.0,2.0,0.0,1.0,15.0,13175.0,44.0,0.0,1.0,1448.0,15.0,76200,2.0,0.0,1.0,2,1287,73931.0,3.0,0,0,63.0,295,19,15,0,19.0,,4.0,,0,3,3,10,11,4,10,13,3,12,0.0,0,0,0,100.0,0.0,0,0,106217,15444,76200,30017,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,837.0,18.83,0.3076923076923077,9.0,6-10,0
16000,16000,16000, 60 months,17.97,406.04,D,D4,Professional Sales Associate,< 1 year,MORTGAGE,109000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526907,,debt_consolidation,Debt consolidation,880xx,NM,23.35,0,2002-04-01,680,684,1,,,11,0,42469,87.6,33,w,0.0,0.0,17471.57,17471.57,16000.0,1471.57,0.0,0.0,0.0,2016-07-01,15481.3,,2016-07-01,679,675,0,,1,Individual,,,,0,0,182936,2.0,2.0,2.0,2.0,3.0,20689.0,94.0,1.0,3.0,8897.0,90.0,48500,0.0,3.0,1.0,5,16631,0.0,100.8,0,0,149.0,164,3,3,1,13.0,,1.0,,0,3,6,3,13,10,8,22,6,11,0.0,0,0,3,100.0,100.0,0,0,228050,63158,15800,22000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,23.35,0.14678899082568808,0.0,<1,0
17600,17600,17600, 36 months,5.32,530.03,A,A1,Network Security Specialist III,< 1 year,MORTGAGE,88000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68607141,,credit_card,Credit card refinancing,672xx,KS,26.59,0,2001-05-01,780,784,0,,,20,0,12203,34.4,42,w,0.0,0.0,18305.08,18305.08,17600.0,705.08,0.0,0.0,0.0,2016-11-01,17.88,,2018-08-01,779,775,0,,1,Individual,,,,0,0,229082,0.0,10.0,1.0,4.0,9.0,68644.0,74.0,0.0,0.0,9347.0,63.0,35500,2.0,6.0,1.0,5,12057,11397.0,51.7,0,0,160.0,175,37,9,5,37.0,,10.0,,0,2,2,4,7,24,8,13,2,20,0.0,0,0,1,100.0,0.0,0,0,285027,80847,23600,92701,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,782.0,26.59,0.2,0.0,<1,0
15000,15000,15000, 36 months,5.32,451.73,A,A1,DEPUTY SHERIFF,10+ years,MORTGAGE,44000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68526883,,home_improvement,Home improvement,238xx,VA,15.34,0,2002-06-01,685,689,1,47.0,,7,0,17003,50.3,21,w,0.0,0.0,16280.5624758564,16280.56,15000.0,1257.97,22.59,0.0,0.0,2019-01-01,455.59,,2019-01-01,694,690,0,,1,Individual,,,,0,0,17003,0.0,0.0,0.0,1.0,19.0,0.0,,0.0,1.0,5966.0,50.0,33800,0.0,3.0,3.0,2,2429,7011.0,51.0,0,0,141.0,162,13,13,2,34.0,,5.0,47.0,0,2,6,2,4,5,7,14,6,7,0.0,0,0,0,90.5,0.0,0,0,33800,17003,14300,0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,15.34,0.3409090909090909,10.0,6-10,0
16000,16000,16000, 36 months,12.88,538.18,C,C2,"Owner, Fee Appraiser ",10+ years,MORTGAGE,65000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=67715283,,small_business,Business,354xx,AL,18.96,0,1985-12-01,675,679,0,33.0,66.0,7,1,5157,54.3,20,w,0.0,0.0,17396.63,17396.63,13833.12,3402.05,161.46,0.0,0.0,2018-11-01,565.09,,2019-03-01,629,625,0,55.0,1,Individual,,,,0,1830,39781,2.0,2.0,0.0,0.0,27.0,34624.0,68.0,2.0,2.0,739.0,64.0,9500,0.0,5.0,0.0,2,5683,3684.0,21.6,0,0,256.0,360,1,1,0,1.0,33.0,14.0,33.0,1,3,5,3,3,12,5,7,5,7,0.0,0,0,2,80.0,0.0,0,1,80999,39781,4700,71499,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,677.0,18.96,0.24615384615384617,10.0,6-10,0
24250,24250,24250, 60 months,24.24,701.01,F,F3,hvac technician,4 years,MORTGAGE,75000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68341789,,debt_consolidation,,114xx,NY,20.84,0,2007-04-01,660,664,0,,,18,0,24799,65.3,21,w,0.0,0.0,4124.42,4124.42,1332.69,2791.73,0.0,0.0,0.0,2016-07-01,701.01,,2018-03-01,499,0,0,,1,Individual,,,,0,0,320098,2.0,1.0,0.0,1.0,14.0,13676.0,75.0,2.0,10.0,3138.0,61.0,38000,1.0,1.0,3.0,13,17783,9044.0,68.9,0,0,93.0,104,2,2,2,2.0,,7.0,,0,10,12,11,12,2,15,16,12,18,0.0,0,0,3,100.0,63.6,0,0,344960,38475,29100,18300,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,662.0,20.84,0.3233333333333333,4.0,3-5,0
12000,12000,12000, 36 months,10.78,391.62,B,B4,Public Affairs Specialist ,1 year,RENT,98000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68533595,,debt_consolidation,Debt consolidation,993xx,WA,24.04,0,2002-02-01,690,694,0,33.0,61.0,15,1,20462,62.8,39,w,0.0,0.0,13349.6655894541,13349.67,12000.0,1349.67,0.0,0.0,0.0,2017-04-01,7884.96,,2017-06-01,754,750,0,69.0,1,Individual,,,,0,5930,374585,0.0,4.0,1.0,3.0,9.0,82819.0,66.0,1.0,2.0,12597.0,65.0,32600,1.0,1.0,0.0,5,26756,3884.0,83.9,0,0,147.0,166,9,9,8,9.0,69.0,15.0,69.0,4,3,5,3,6,17,8,14,5,15,0.0,0,0,2,87.2,66.7,0,0,478544,103281,24100,120544,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,24.04,0.12244897959183673,1.0,1-2,0
25000,25000,25000, 60 months,13.99,581.58,C,C4,Executive Assistant,9 years,MORTGAGE,79000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68415473,,debt_consolidation,Debt consolidation,212xx,MD,34.53,0,2001-06-01,730,734,1,,,33,0,22519,18.6,72,w,0.0,0.0,14490.92,14490.92,8364.55,6126.37,0.0,0.0,0.0,2018-02-01,581.58,,2019-03-01,604,600,0,,1,Individual,,,,0,171,265233,3.0,3.0,2.0,4.0,5.0,67459.0,62.0,4.0,8.0,5447.0,28.0,121200,2.0,6.0,3.0,12,8556,57049.0,21.4,0,0,124.0,174,1,1,6,2.0,,2.0,,0,6,16,12,21,15,29,51,16,33,0.0,0,0,6,100.0,0.0,0,0,389002,89978,72600,81802,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,732.0,34.53,0.31645569620253167,9.0,6-10,0
16800,16800,16800, 60 months,12.88,381.23,C,C2,CEO,10+ years,MORTGAGE,118000.0,Not Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68537655,,debt_consolidation,Debt consolidation,636xx,MO,34.29,0,1997-06-01,680,684,0,35.0,57.0,11,1,7849,24.1,46,w,7434.43,7434.43,14456.69,14456.69,9365.57,5091.12,0.0,0.0,0.0,2019-02-01,381.23,2019-04-01,2017-11-01,759,755,0,67.0,1,Individual,,,,0,0,314793,0.0,4.0,0.0,4.0,13.0,67959.0,67.0,1.0,1.0,4746.0,53.0,32600,2.0,8.0,1.0,6,28618,4751.0,62.3,0,0,126.0,222,11,11,4,11.0,66.0,11.0,66.0,12,3,3,4,22,12,5,28,3,11,0.0,0,0,1,64.4,25.0,0,0,412771,75808,12600,115941,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,34.29,0.1423728813559322,10.0,6-10,0
7000,7000,7000, 36 months,7.49,217.72,A,A4,Carrier,10+ years,MORTGAGE,59000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446769,,credit_card,Credit card refinancing,215xx,MD,13.06,1,1996-10-01,730,734,1,23.0,,10,0,10467,24.2,34,w,0.0,0.0,7806.099471192901,7806.1,7000.0,806.1,0.0,0.0,0.0,2018-10-01,425.19,,2019-03-01,769,765,0,,1,Individual,,,,0,0,55222,0.0,1.0,0.0,0.0,45.0,5337.0,26.0,1.0,2.0,6987.0,25.0,43200,0.0,2.0,2.0,2,6136,26118.0,26.0,0,0,124.0,223,10,10,3,34.0,,1.0,,0,2,4,4,5,14,8,17,4,10,0.0,0,0,1,97.1,0.0,0,0,115502,15804,35300,20402,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,732.0,13.06,0.11864406779661017,10.0,6-10,1
21000,21000,21000, 60 months,13.99,488.53,C,C4,Resident physician,< 1 year,RENT,52000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68367011,,credit_card,Credit card refinancing,441xx,OH,14.47,0,2005-01-01,680,684,1,,,5,0,20374,87.4,15,w,0.0,0.0,27285.807861269102,27285.81,21000.0,6285.81,0.0,0.0,0.0,2018-08-01,12548.3,,2019-03-01,699,695,0,,1,Individual,,,,0,0,372407,1.0,1.0,1.0,1.0,5.0,352033.0,,0.0,0.0,9358.0,87.0,23300,1.0,0.0,2.0,1,74481,2926.0,87.4,0,0,76.0,131,85,5,0,85.0,,0.0,,0,3,3,4,4,11,4,4,3,5,0.0,0,0,1,100.0,75.0,0,0,370357,372407,23300,347057,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,14.47,0.40384615384615385,0.0,<1,0
27500,27500,27500, 60 months,14.85,652.06,C,C5,Manager,10+ years,MORTGAGE,195000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68407301,,other,Other,710xx,LA,6.79,0,2001-07-01,700,704,0,,,14,0,34974,50.9,19,w,0.0,0.0,29753.17,29753.17,27500.0,2253.17,0.0,0.0,0.0,2016-08-01,25897.53,,2016-07-01,734,730,0,,1,Individual,,,,0,0,267500,1.0,1.0,0.0,1.0,21.0,10003.0,76.0,1.0,3.0,12056.0,55.0,68700,0.0,0.0,0.0,4,19107,23969.0,56.8,0,0,21.0,173,3,3,1,3.0,,,,0,6,10,7,9,1,12,17,10,14,0.0,0,0,1,100.0,57.1,0,0,325100,44977,55500,13200,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,702.0,6.79,0.14102564102564102,10.0,6-10,0
7200,7200,7200, 36 months,11.48,237.36,B,B5,Legal Administrative Assistant,10+ years,MORTGAGE,72500.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68356614,,home_improvement,Home improvement,300xx,GA,8.47,0,2004-08-01,725,729,1,,,5,0,5449,35.2,7,w,0.0,0.0,8253.8619255616,8253.86,7200.0,1053.86,0.0,0.0,0.0,2017-09-01,3755.5,,2019-02-01,739,735,0,,1,Individual,,,,0,0,147791,2.0,1.0,0.0,1.0,23.0,14807.0,66.0,3.0,3.0,2445.0,53.0,15500,1.0,0.0,2.0,4,29558,10051.0,35.2,0,0,111.0,7,2,2,2,2.0,,0.0,,0,3,3,3,3,2,3,3,3,5,0.0,0,0,3,100.0,0.0,0,0,189950,20256,15500,22450,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,727.0,8.47,0.0993103448275862,10.0,6-10,0
20000,20000,20000, 36 months,14.85,691.84,C,C5,GM,6 years,RENT,110000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68426865,,credit_card,Credit card refinancing,606xx,IL,12.45,0,2007-06-01,690,694,0,,,8,0,21374,84.5,12,w,0.0,0.0,24889.013358121,24889.01,20000.0,4889.01,0.0,0.0,0.0,2018-12-01,1407.7,,2018-12-01,694,690,0,,1,Individual,,,,0,0,37491,0.0,1.0,1.0,1.0,10.0,16016.0,80.0,0.0,1.0,14981.0,82.0,25300,1.0,0.0,1.0,3,5356,523.0,97.6,0,0,10.0,102,16,10,0,16.0,,9.0,,0,3,4,3,5,1,6,10,4,8,0.0,0,0,1,100.0,100.0,0,0,45509,37491,21500,20000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,12.45,0.18181818181818182,6.0,6-10,0
20000,20000,20000, 36 months,15.77,700.88,D,D1,Clinical Intake,5 years,RENT,70000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68476676,,house,Home buying,331xx,FL,22.21,0,2004-07-01,680,684,0,38.0,,24,0,19077,36.6,63,w,0.0,0.0,21780.5867830477,21780.59,20000.0,1780.59,0.0,0.0,0.0,2016-12-01,2815.6,,2019-03-01,659,655,0,38.0,1,Individual,,,,0,264,63456,2.0,3.0,0.0,0.0,47.0,44379.0,84.0,6.0,9.0,2957.0,61.0,52100,0.0,0.0,3.0,9,2759,12279.0,48.0,0,0,131.0,137,2,2,1,2.0,,9.0,,5,8,17,9,9,39,21,23,17,24,0.0,0,0,6,92.1,0.0,0,0,104696,63456,23600,52596,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,22.21,0.2857142857142857,5.0,3-5,0
10000,10000,10000, 60 months,17.97,253.78,D,D4,Educator ,2 years,MORTGAGE,55000.0,Not Verified,2015-12-01,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68566951,,credit_card,Credit card refinancing,802xx,CO,35.7,0,2001-04-01,685,689,0,,,14,0,38623,78.0,28,w,0.0,0.0,5558.2,5558.2,2687.15,2871.05,0.0,0.0,0.0,2017-11-01,253.78,,2018-02-01,524,520,0,,1,Individual,,,,0,0,288087,2.0,2.0,2.0,2.0,6.0,32895.0,94.0,1.0,1.0,6742.0,85.0,49500,0.0,3.0,3.0,4,20578,287.0,97.4,0,0,106.0,176,7,6,6,51.0,,6.0,,0,3,9,3,4,6,11,16,9,14,0.0,0,0,4,100.0,100.0,0,0,302401,71518,11000,34953,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,687.0,35.7,0.18181818181818182,2.0,1-2,0
16000,16000,16000, 60 months,13.99,372.21,C,C4,Registered Nurse,9 years,MORTGAGE,142000.0,Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68615044,,debt_consolidation,Debt consolidation,945xx,CA,17.74,2,2004-10-01,680,684,2,8.0,39.0,15,2,2273,39.9,19,w,7186.06,7186.06,14112.89,14112.89,8813.94,5298.95,0.0,0.0,0.0,2019-02-01,372.21,2019-04-01,2019-03-01,689,685,0,43.0,1,Individual,,,,0,0,667373,0.0,7.0,0.0,6.0,17.0,109893.0,69.0,0.0,1.0,1959.0,66.0,5700,5.0,0.0,3.0,7,47670,2827.0,44.6,0,0,134.0,98,23,17,1,23.0,29.0,4.0,13.0,1,2,2,4,5,10,7,8,2,15,0.0,0,0,0,73.7,25.0,0,2,704224,112166,5100,124120,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,17.74,0.11267605633802817,9.0,6-10,1
20000,20000,20000, 36 months,9.8,643.47,B,B3,Manager,5 years,RENT,75000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68527009,,debt_consolidation,Debt consolidation,984xx,WA,23.45,0,1992-05-01,725,729,0,70.0,,14,0,7558,9.6,26,w,0.0,0.0,21918.8165025628,21918.82,20000.0,1918.82,0.0,0.0,0.0,2017-03-01,13580.93,,2019-03-01,799,795,0,70.0,1,Individual,,,,0,0,40090,2.0,2.0,2.0,3.0,8.0,32532.0,84.0,3.0,5.0,1600.0,34.0,78900,0.0,2.0,0.0,8,2864,48533.0,5.9,0,0,159.0,283,4,4,1,4.0,,19.0,,2,5,10,7,8,11,12,13,10,14,0.0,0,0,5,92.3,0.0,0,0,117477,40090,51600,38577,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,727.0,23.45,0.26666666666666666,5.0,3-5,0
8650,8650,8650, 36 months,5.32,260.5,A,A1,Associate Consultant,< 1 year,MORTGAGE,100000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68547583,,credit_card,Credit card refinancing,462xx,IN,7.28,0,2001-07-01,750,754,0,,,15,0,7158,26.7,24,w,0.0,0.0,9263.8493330869,9263.85,8650.0,613.85,0.0,0.0,0.0,2017-12-01,2.08,,2018-11-01,774,770,0,,1,Individual,,,,0,0,165450,0.0,1.0,1.0,1.0,11.0,24041.0,89.0,0.0,3.0,3081.0,58.0,26800,1.0,0.0,5.0,5,13788,11142.0,39.1,0,0,73.0,173,16,11,1,20.0,,11.0,,0,3,3,9,10,5,13,18,3,15,0.0,0,0,1,100.0,0.0,0,0,191618,31199,18300,27078,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,752.0,7.28,0.0865,0.0,<1,0
21000,21000,21000, 60 months,13.44,482.56,C,C3,Teacher,2 years,RENT,54649.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68587709,,debt_consolidation,Debt consolidation,761xx,TX,12.14,0,1999-10-01,670,674,0,,48.0,9,1,1581,26.8,44,w,0.0,0.0,24473.2276218388,24473.23,21000.0,3473.23,0.0,0.0,0.0,2017-05-01,17274.03,,2019-03-01,719,715,0,,1,Individual,,,,0,0,51489,0.0,7.0,0.0,2.0,14.0,49908.0,97.0,0.0,1.0,1097.0,89.0,5900,1.0,3.0,1.0,3,5721,4319.0,26.8,0,0,186.0,194,17,14,2,17.0,,0.0,,0,2,2,2,14,25,2,17,2,9,0.0,0,0,0,100.0,50.0,1,0,57564,51489,5900,51664,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,12.14,0.38427052645062126,2.0,1-2,0
7200,7200,7200, 36 months,15.77,252.32,D,D1,Bank Officer Senior Customer Care Spec.,< 1 year,RENT,55000.0,Not Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68446771,,debt_consolidation,,142xx,NY,17.35,0,2005-06-01,680,684,0,59.0,74.0,24,1,5938,69.0,43,w,0.0,0.0,8894.319824248001,8894.32,7200.0,1694.32,0.0,0.0,0.0,2018-03-01,2602.09,,2018-02-01,689,685,0,,1,Individual,,,,0,0,275831,1.0,18.0,3.0,9.0,5.0,269893.0,110.0,0.0,3.0,3234.0,108.0,8600,4.0,0.0,9.0,12,11493,1521.0,77.3,0,0,111.0,126,15,5,0,15.0,,5.0,,0,2,3,4,5,35,6,8,3,24,0.0,0,0,3,97.7,50.0,0,1,255047,275831,6700,246447,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,682.0,17.35,0.13090909090909092,0.0,<1,0
8800,8800,8800, 36 months,9.8,283.13,B,B3,Sales Representative/ Agent,10+ years,MORTGAGE,92000.0,Source Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=66796130,,credit_card,Credit card refinancing,493xx,MI,5.18,0,2001-11-01,665,669,1,45.0,,9,0,9195,76.6,24,w,0.0,0.0,9852.877877179,9852.88,8800.0,1052.88,0.0,0.0,0.0,2017-08-01,4768.52,,2017-08-01,709,705,0,,1,Individual,,,,0,0,105650,1.0,1.0,0.0,0.0,35.0,921.0,15.0,2.0,5.0,3818.0,56.0,12000,0.0,2.0,3.0,8,11739,445.0,94.8,0,0,102.0,169,6,6,2,9.0,45.0,6.0,45.0,0,3,5,3,11,6,6,15,5,9,0.0,0,0,2,87.5,100.0,0,0,116292,10116,8500,6000,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,667.0,5.18,0.09565217391304348,10.0,6-10,0
14650,14650,14650, 60 months,20.5,392.23,E,E4,Senior Service Specialist,2 years,RENT,43160.0,Verified,2015-12-01,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68617034,,debt_consolidation,Debt consolidation,430xx,OH,21.44,0,2005-10-01,690,694,0,,,12,0,11378,101.6,24,w,7142.25,7142.25,14908.17,14908.17,7507.75,7400.42,0.0,0.0,0.0,2019-03-01,392.23,2019-04-01,2019-03-01,719,715,0,,1,Individual,,,,0,0,62813,0.0,10.0,0.0,0.0,76.0,51435.0,91.0,0.0,0.0,10159.0,93.0,11200,0.0,0.0,0.0,0,5234,0.0,101.6,0,0,122.0,45,40,40,0,40.0,,,,0,2,2,2,2,22,2,2,2,12,0.0,0,0,0,100.0,100.0,0,0,67732,62813,11200,56532,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,692.0,21.44,0.33943466172381836,2.0,1-2,0
2500,2500,2500, 36 months,17.27,89.47,D,D3,Teacher,10+ years,MORTGAGE,50000.0,Verified,2015-12-01,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68387134,,other,Other,330xx,FL,17.6,3,2001-01-01,670,674,4,6.0,,7,0,732,31.1,22,w,0.0,0.0,3213.2994112426,3213.3,2500.0,713.3,0.0,0.0,0.0,2018-11-01,266.79,,2019-02-01,669,665,0,18.0,1,Individual,,,,0,0,197169,3.0,3.0,2.0,4.0,2.0,196437.0,95.0,1.0,2.0,48.0,87.0,2500,6.0,3.0,5.0,6,28167,652.0,6.9,0,0,149.0,179,3,2,0,3.0,,0.0,6.0,3,1,4,1,1,14,4,8,4,7,0.0,0,1,3,68.4,0.0,0,0,196429,197169,700,193929,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,,672.0,17.6,0.05,10.0,6-10,1
